caseid,createdatetime,fab,subject,username,productname,issuetype
case-20260727-00789,2026/7/27 8:39:39 PM,F15,[tcs/tap alarm:派工作業]f15_General的機台換批時派工佇列稍有延遲重整後正常,eric_huang,tcs/tap,派工作業
case-20260727-00790,2026/7/27 11:43:01 AM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的黃光區無法進料請派員確認網路或主機連線,sam_liu,tcs/tap,設備通訊
case-20260727-00791,2026/7/27 7:41:23 PM,F14B,[tcs/tap alarm:派工作業]f14b_Tool-30的機台換批時派工佇列稍有延遲重整後正常,kevin_wang,tcs/tap,派工作業
case-20260727-00792,2026/7/27 8:26:48 AM,F14A,[fdc alarm:腔體警報]f14a_Tool-38的腔體即時壓力短暫碰觸UCL邊界,alex_chen,fdc,腔體警報
case-20260727-00793,2026/7/27 9:11:59 AM,F15,[others alarm:帳號與權限]f15_Tool-51的廠端新進作業員申請基礎檢視權限,tony_chang,others,帳號與權限
case-20260728-00794,2026/7/28 2:25:49 PM,F15,[ees alarm:零件壽命]f15_Tool-58的更換消耗性零件後EES介面仍顯示壽命過期警告,alex_chen,ees,零件壽命
case-20260728-00795,2026/7/28 4:06:28 PM,F12A,[tcs/tap alarm:帳號與權限]f12a_Tool-41的作業員請假交接暫時調整TAP機台控制權限,tony_chang,tcs/tap,帳號與權限
case-20260728-00796,2026/7/28 4:25:47 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Track-03的黃光區無法進料請派員確認網路或主機連線,alex_chen,tcs/tap,設備通訊
case-20260728-00797,2026/7/28 2:56:19 PM,F12B,[tcs/tap alarm:派工作業]f12b_Track-03的按Dispatch沒有反應卡在通訊等待狀態,eric_huang,tcs/tap,派工作業
case-20260728-00798,2026/7/28 4:57:09 PM,F18,[fdc alarm:感測器異常]f18_Tool-74的單一Sensor SVID採樣週期跳動,tony_chang,fdc,感測器異常
case-20260728-00799,2026/7/28 10:49:37 AM,F14B,[fdc alarm:感測器異常]f14b_Tool-67的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260728-00800,2026/7/28 10:29:37 AM,F14B,[fdc alarm:模型維護]f14b_General的例行性FDC演算法閾值微調驗證,david_li,fdc,模型維護
case-20260728-00801,2026/7/28 6:58:45 PM,F18,[others alarm:帳號與權限]f18_Tool-21的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260728-00802,2026/7/28 7:28:40 PM,F12A,[others alarm:週邊設備]f12a_Tool-59的標籤列印機無法收到網路列印指令,sam_liu,others,週邊設備
case-20260728-00803,2026/7/28 8:32:39 PM,F14B,[others alarm:帳號與權限]f14b_Tool-15的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260729-00804,2026/7/29 5:55:42 PM,F12B,[ees alarm:PM保養]f12b_Tool-32的年度PM完成後於EES點選完工無法同步更新狀態,kevin_wang,ees,PM保養
case-20260729-00805,2026/7/29 2:19:19 PM,F14A,[ees alarm:配方管理]f14a_Tool-25的修改參數後上傳EES主機回應逾時,tony_chang,ees,配方管理
case-20260729-00806,2026/7/29 5:48:16 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-10的黃光區無法進料請派員確認網路或主機連線,alex_chen,tcs/tap,設備通訊
case-20260729-00807,2026/7/29 11:13:37 AM,F12B,[tcs/tap alarm:派工作業]f12b_Track-03的按Dispatch沒有反應卡在通訊等待狀態,tony_chang,tcs/tap,派工作業
case-20260729-00808,2026/7/29 11:56:35 AM,F15,[tcs/tap alarm:設備通訊]f15_Tool-36的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,eric_huang,tcs/tap,設備通訊
case-20260729-00809,2026/7/29 10:03:41 AM,F12A,[fdc alarm:感測器異常]f12a_General的單一Sensor SVID採樣週期跳動,sam_liu,fdc,感測器異常
case-20260729-00810,2026/7/29 5:53:38 PM,F14A,[others alarm:帳號與權限]f14a_Tool-16的工程師忘記密碼導致帳號被鎖定,eric_huang,others,帳號與權限
case-20260729-00811,2026/7/29 2:11:10 PM,F15,[others alarm:週邊設備]f15_Tool-99的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260729-00812,2026/7/29 5:50:35 PM,F14B,[others alarm:帳號與權限]f14b_Tool-56的工程師忘記密碼導致帳號被鎖定,kevin_wang,others,帳號與權限
case-20260730-00813,2026/7/30 8:19:20 PM,F14B,[ees alarm:PM保養]f14b_Tool-64的年度PM完成後於EES點選完工無法同步更新狀態,sam_liu,ees,PM保養
case-20260730-00814,2026/7/30 10:07:44 AM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-16的按Dispatch沒有反應卡在通訊等待狀態,eric_huang,tcs/tap,派工作業
case-20260730-00815,2026/7/30 9:36:46 AM,F12B,[tcs/tap alarm:設備通訊]f12b_Track-03的設備燈號變紅TCS介面顯示處於Invalid State,john_lin,tcs/tap,設備通訊
case-20260730-00816,2026/7/30 12:33:36 PM,F15,[tcs/tap alarm:報表與查詢]f15_Tool-76的工程師申請匯出昨日OHT搬運統計報表,sam_liu,tcs/tap,報表與查詢
case-20260730-00817,2026/7/30 6:31:31 PM,F12B,[tcs/tap alarm:設備通訊]f12b_Tool-34的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,kevin_wang,tcs/tap,設備通訊
case-20260730-00818,2026/7/30 9:01:29 AM,F12B,[tcs/tap alarm:系統效能]f12b_Tool-63的尖峰排程時段TCS主機反應時間稍有波動,john_lin,tcs/tap,系統效能
case-20260730-00819,2026/7/30 8:21:22 AM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-18的刷批次條碼後跳出SECS/GEM通訊逾時(ERR_TIMEOUT_0x8004),david_li,tcs/tap,設備通訊
case-20260730-00820,2026/7/30 12:32:35 PM,F12A,[fdc alarm:模型維護]f12a_General的例行性FDC演算法閾值微調驗證,sam_liu,fdc,模型維護
case-20260730-00821,2026/7/30 1:25:46 PM,F12B,[fdc alarm:模型維護]f12b_General的例行性FDC演算法閾值微調驗證,alex_chen,fdc,模型維護
case-20260730-00822,2026/7/30 3:58:30 PM,F18,[others alarm:帳號與權限]f18_General的工程師忘記密碼導致帳號被鎖定,alex_chen,others,帳號與權限
case-20260730-00823,2026/7/30 6:29:57 PM,F14B,[others alarm:週邊設備]f14b_Tool-62的標籤列印機無法收到網路列印指令,sam_liu,others,週邊設備
case-20260730-00824,2026/7/30 8:53:33 AM,F15,[others alarm:週邊設備]f15_Tool-50的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260731-00825,2026/7/31 8:13:36 AM,F14A,[ees alarm:配方管理]f14a_General的修改參數後上傳EES主機回應逾時,sam_liu,ees,配方管理
case-20260731-00826,2026/7/31 12:53:01 PM,F14B,[ees alarm:帳號與權限]f14b_Tool-31的廠端新進作業員申請基礎檢視權限,sam_liu,ees,帳號與權限
case-20260731-00827,2026/7/31 10:38:07 AM,F18,[ees alarm:零件壽命]f18_Tool-14的更換消耗性零件後EES介面仍顯示壽命過期警告,eric_huang,ees,零件壽命
case-20260731-00828,2026/7/31 3:56:15 PM,F12B,[tcs/tap alarm:資料過帳]f12b_Track-03的派工作業異常中斷顯示Remote Host Closed Connection,sam_liu,tcs/tap,資料過帳
case-20260731-00829,2026/7/31 10:07:23 AM,F12A,[tcs/tap alarm:系統效能]f12a_Tool-13的尖峰排程時段TCS主機反應時間稍有波動,alex_chen,tcs/tap,系統效能
case-20260731-00830,2026/7/31 4:09:12 PM,F18,[tcs/tap alarm:自動搬運]f18_Tool-49的自動搬運系統指令重試後成功進料,sam_liu,tcs/tap,自動搬運
case-20260731-00831,2026/7/31 8:55:06 PM,F12B,[fdc alarm:資料採集]f12b_Tool-68的短暫網路震盪導致FDC Log採集延遲,kevin_wang,fdc,資料採集
case-20260731-00832,2026/7/31 4:07:00 PM,F12A,[others alarm:帳號與權限]f12a_Tool-86的工程師忘記密碼導致帳號被鎖定,eric_huang,others,帳號與權限
case-20260731-00833,2026/7/31 1:29:56 PM,F12A,[others alarm:週邊設備]f12a_Tool-94的標籤列印機無法收到網路列印指令,alex_chen,others,週邊設備
case-20260731-00834,2026/7/31 12:01:36 PM,F18,[others alarm:帳號與權限]f18_Tool-51的工程師忘記密碼導致帳號被鎖定,eric_huang,others,帳號與權限
case-20260801-00835,2026/8/1 12:17:34 PM,F14B,[ees alarm:配方管理]f14b_Tool-44的修改參數後上傳EES主機回應逾時,sam_liu,ees,配方管理
case-20260801-00836,2026/8/1 12:07:00 PM,F12B,[tcs/tap alarm:自動搬運]f12b_Tool-80的自動搬運系統指令重試後成功進料,john_lin,tcs/tap,自動搬運
case-20260801-00837,2026/8/1 10:45:51 AM,F15,[fdc alarm:感測器異常]f15_General的單一Sensor SVID採樣週期跳動,eric_huang,fdc,感測器異常
case-20260801-00838,2026/8/1 12:39:57 PM,F15,[fdc alarm:感測器異常]f15_Tool-26的單一Sensor SVID採樣週期跳動,sam_liu,fdc,感測器異常
case-20260801-00839,2026/8/1 6:03:06 PM,F12A,[others alarm:帳號與權限]f12a_General的廠端新進作業員申請基礎檢視權限,chris_chao,others,帳號與權限
case-20260801-00840,2026/8/1 10:45:38 AM,F15,[others alarm:帳號與權限]f15_General的廠端新進作業員申請基礎檢視權限,tony_chang,others,帳號與權限
case-20260802-00841,2026/8/2 7:48:42 PM,F14B,[ees alarm:帳號與權限]f14b_Tool-21的廠端新進作業員申請基礎檢視權限,john_lin,ees,帳號與權限
case-20260802-00842,2026/8/2 3:19:43 PM,F14B,[tcs/tap alarm:派工作業]f14b_General的機台換批時派工佇列稍有延遲重整後正常,tony_chang,tcs/tap,派工作業
case-20260802-00843,2026/8/2 5:16:58 PM,F14B,[fdc alarm:模型維護]f14b_General的例行性FDC演算法閾值微調驗證,sam_liu,fdc,模型維護
case-20260802-00844,2026/8/2 3:31:01 PM,F14B,[others alarm:帳號與權限]f14b_General的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260802-00845,2026/8/2 3:54:10 PM,F14A,[others alarm:週邊設備]f14a_Tool-26的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260803-00846,2026/8/3 2:52:45 PM,F14A,[ees alarm:零件壽命]f14a_Tool-19的更換消耗性零件後EES介面仍顯示壽命過期警告,john_lin,ees,零件壽命
case-20260803-00847,2026/8/3 3:25:37 PM,F12B,[tcs/tap alarm:派工作業]f12b_Tool-80的機台換批時派工佇列稍有延遲重整後正常,chris_chao,tcs/tap,派工作業
case-20260803-00848,2026/8/3 3:24:04 PM,F12B,[tcs/tap alarm:系統效能]f12b_Tool-85的尖峰排程時段TCS主機反應時間稍有波動,sam_liu,tcs/tap,系統效能
case-20260803-00849,2026/8/3 8:27:36 PM,F15,[tcs/tap alarm:報表與查詢]f15_Tool-32的工程師申請匯出昨日OHT搬運統計報表,sam_liu,tcs/tap,報表與查詢
case-20260803-00850,2026/8/3 9:47:59 AM,F12A,[fdc alarm:模型維護]f12a_Tool-69的例行性FDC演算法閾值微調驗證,tony_chang,fdc,模型維護
case-20260803-00851,2026/8/3 4:06:52 PM,F12B,[fdc alarm:資料採集]f12b_General的短暫網路震盪導致FDC Log採集延遲,tony_chang,fdc,資料採集
case-20260803-00852,2026/8/3 9:38:06 AM,F14A,[fdc alarm:感測器異常]f14a_Tool-94的單一Sensor SVID採樣週期跳動,chris_chao,fdc,感測器異常
case-20260803-00853,2026/8/3 11:52:08 AM,F12B,[others alarm:週邊設備]f12b_Tool-67的標籤列印機無法收到網路列印指令,alex_chen,others,週邊設備
case-20260804-00854,2026/8/4 2:39:36 PM,F12B,[ees alarm:零件壽命]f12b_General的更換消耗性零件後EES介面仍顯示壽命過期警告,tony_chang,ees,零件壽命
case-20260804-00855,2026/8/4 12:36:50 PM,F14B,[ees alarm:PM保養]f14b_Tool-54的年度PM完成後於EES點選完工無法同步更新狀態,eric_huang,ees,PM保養
case-20260804-00856,2026/8/4 8:39:32 AM,F12B,[tcs/tap alarm:自動搬運]f12b_Tool-17的自動搬運系統指令重試後成功進料,chris_chao,tcs/tap,自動搬運
case-20260804-00857,2026/8/4 4:03:00 PM,F12A,[tcs/tap alarm:派工作業]f12a_Tool-13的機台換批時派工佇列稍有延遲重整後正常,sam_liu,tcs/tap,派工作業
case-20260804-00858,2026/8/4 2:44:37 PM,F18,[tcs/tap alarm:系統效能]f18_General的尖峰排程時段TCS主機反應時間稍有波動,chris_chao,tcs/tap,系統效能
case-20260804-00859,2026/8/4 2:27:34 PM,F18,[fdc alarm:腔體警報]f18_General的腔體即時壓力短暫碰觸UCL邊界,david_li,fdc,腔體警報
case-20260804-00860,2026/8/4 11:35:24 AM,F14B,[fdc alarm:腔體警報]f14b_General的腔體即時壓力短暫碰觸UCL邊界,sam_liu,fdc,腔體警報
case-20260804-00861,2026/8/4 8:04:41 AM,F12B,[others alarm:週邊設備]f12b_Tool-72的標籤列印機無法收到網路列印指令,alex_chen,others,週邊設備
case-20260805-00862,2026/8/5 10:05:08 AM,F14B,[ees alarm:帳號與權限]f14b_Tool-99的廠端新進作業員申請基礎檢視權限,chris_chao,ees,帳號與權限
case-20260805-00863,2026/8/5 5:11:29 PM,F15,[ees alarm:零件壽命]f15_Tool-59的更換消耗性零件後EES介面仍顯示壽命過期警告,chris_chao,ees,零件壽命
case-20260805-00864,2026/8/5 10:27:38 AM,F15,[tcs/tap alarm:報表與查詢]f15_Tool-40的工程師申請匯出昨日OHT搬運統計報表,alex_chen,tcs/tap,報表與查詢
case-20260805-00865,2026/8/5 12:26:59 PM,F12A,[fdc alarm:資料採集]f12a_Tool-82的短暫網路震盪導致FDC Log採集延遲,sam_liu,fdc,資料採集
case-20260805-00866,2026/8/5 7:23:07 PM,F18,[fdc alarm:模型維護]f18_General的例行性FDC演算法閾值微調驗證,tony_chang,fdc,模型維護
case-20260805-00867,2026/8/5 3:33:05 PM,F12B,[fdc alarm:感測器異常]f12b_Tool-94的單一Sensor SVID採樣週期跳動,john_lin,fdc,感測器異常
case-20260805-00868,2026/8/5 6:34:51 PM,F15,[others alarm:帳號與權限]f15_General的廠端新進作業員申請基礎檢視權限,eric_huang,others,帳號與權限
case-20260805-00869,2026/8/5 4:49:00 PM,F14B,[others alarm:週邊設備]f14b_Tool-70的標籤列印機無法收到網路列印指令,tony_chang,others,週邊設備
case-20260805-00870,2026/8/5 7:21:26 PM,F14A,[others alarm:帳號與權限]f14a_General的工程師忘記密碼導致帳號被鎖定,sam_liu,others,帳號與權限
case-20260806-00871,2026/8/6 5:47:19 PM,F12A,[ees alarm:配方管理]f12a_Tool-84的修改參數後上傳EES主機回應逾時,eric_huang,ees,配方管理
case-20260806-00872,2026/8/6 5:03:42 PM,F18,[ees alarm:帳號與權限]f18_Tool-46的廠端新進作業員申請基礎檢視權限,eric_huang,ees,帳號與權限
case-20260806-00873,2026/8/6 9:08:32 AM,F14A,[ees alarm:零件壽命]f14a_General的更換消耗性零件後EES介面仍顯示壽命過期警告,john_lin,ees,零件壽命
case-20260806-00874,2026/8/6 12:00:47 PM,F15,[tcs/tap alarm:帳號與權限]f15_General的作業員請假交接暫時調整TAP機台控制權限,john_lin,tcs/tap,帳號與權限
case-20260806-00875,2026/8/6 7:09:42 PM,F14A,[tcs/tap alarm:報表與查詢]f14a_Tool-43的工程師申請匯出昨日OHT搬運統計報表,tony_chang,tcs/tap,報表與查詢
case-20260806-00876,2026/8/6 3:11:51 PM,F14A,[fdc alarm:腔體警報]f14a_Tool-28的腔體即時壓力短暫碰觸UCL邊界,alex_chen,fdc,腔體警報
case-20260806-00877,2026/8/6 8:26:49 PM,F12B,[others alarm:帳號與權限]f12b_Tool-91的工程師忘記密碼導致帳號被鎖定,chris_chao,others,帳號與權限
case-20260806-00878,2026/8/6 11:36:46 AM,F12A,[others alarm:帳號與權限]f12a_Tool-24的工程師忘記密碼導致帳號被鎖定,sam_liu,others,帳號與權限
case-20260807-00879,2026/8/7 3:25:30 PM,F14B,[ees alarm:配方管理]f14b_Tool-78的修改參數後上傳EES主機回應逾時,eric_huang,ees,配方管理
case-20260807-00880,2026/8/7 6:45:24 PM,F14A,[tcs/tap alarm:系統效能]f14a_General的尖峰排程時段TCS主機反應時間稍有波動,tony_chang,tcs/tap,系統效能
case-20260807-00881,2026/8/7 8:18:59 AM,F14B,[tcs/tap alarm:報表與查詢]f14b_Tool-77的工程師申請匯出昨日OHT搬運統計報表,tony_chang,tcs/tap,報表與查詢
case-20260807-00882,2026/8/7 9:58:34 AM,F14B,[fdc alarm:模型維護]f14b_Tool-93的例行性FDC演算法閾值微調驗證,sam_liu,fdc,模型維護
case-20260807-00883,2026/8/7 12:17:51 PM,F14A,[others alarm:帳號與權限]f14a_Tool-60的廠端新進作業員申請基礎檢視權限,john_lin,others,帳號與權限
case-20260807-00884,2026/8/7 8:43:47 PM,F18,[others alarm:週邊設備]f18_Tool-34的標籤列印機無法收到網路列印指令,david_li,others,週邊設備
case-20260808-00885,2026/8/8 6:44:11 PM,F15,[ees alarm:PM保養]f15_General的年度PM完成後於EES點選完工無法同步更新狀態,sam_liu,ees,PM保養
case-20260808-00886,2026/8/8 9:00:26 AM,F15,[ees alarm:帳號與權限]f15_General的廠端新進作業員申請基礎檢視權限,john_lin,ees,帳號與權限
case-20260808-00887,2026/8/8 11:46:18 AM,F12B,[tcs/tap alarm:帳號與權限]f12b_General的作業員請假交接暫時調整TAP機台控制權限,eric_huang,tcs/tap,帳號與權限
case-20260808-00888,2026/8/8 9:03:38 AM,F15,[tcs/tap alarm:設備通訊]f15_Tool-25的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,david_li,tcs/tap,設備通訊
case-20260808-00889,2026/8/8 10:24:42 AM,F12A,[fdc alarm:模型維護]f12a_Tool-42的例行性FDC演算法閾值微調驗證,kevin_wang,fdc,模型維護
case-20260808-00890,2026/8/8 3:42:59 PM,F18,[fdc alarm:資料採集]f18_Tool-45的短暫網路震盪導致FDC Log採集延遲,john_lin,fdc,資料採集
case-20260808-00891,2026/8/8 7:57:42 PM,F14A,[fdc alarm:感測器異常]f14a_General的單一Sensor SVID採樣週期跳動,sam_liu,fdc,感測器異常
case-20260808-00892,2026/8/8 8:03:24 PM,F14A,[others alarm:帳號與權限]f14a_Tool-43的廠端新進作業員申請基礎檢視權限,chris_chao,others,帳號與權限
case-20260808-00893,2026/8/8 10:28:04 AM,F12B,[others alarm:週邊設備]f12b_Tool-32的標籤列印機無法收到網路列印指令,tony_chang,others,週邊設備
case-20260809-00894,2026/8/9 9:09:34 AM,F12B,[ees alarm:帳號與權限]f12b_Tool-23的廠端新進作業員申請基礎檢視權限,chris_chao,ees,帳號與權限
case-20260809-00895,2026/8/9 7:16:06 PM,F12A,[ees alarm:零件壽命]f12a_General的更換消耗性零件後EES介面仍顯示壽命過期警告,alex_chen,ees,零件壽命
case-20260809-00896,2026/8/9 8:57:31 AM,F18,[tcs/tap alarm:報表與查詢]f18_Tool-14的工程師申請匯出昨日OHT搬運統計報表,kevin_wang,tcs/tap,報表與查詢
case-20260809-00897,2026/8/9 2:17:09 PM,F14B,[tcs/tap alarm:報表與查詢]f14b_Tool-75的工程師申請匯出昨日OHT搬運統計報表,sam_liu,tcs/tap,報表與查詢
case-20260809-00898,2026/8/9 3:27:25 PM,F15,[fdc alarm:資料採集]f15_General的短暫網路震盪導致FDC Log採集延遲,john_lin,fdc,資料採集
case-20260809-00899,2026/8/9 7:52:49 PM,F12A,[fdc alarm:模型維護]f12a_Tool-55的例行性FDC演算法閾值微調驗證,tony_chang,fdc,模型維護
case-20260809-00900,2026/8/9 12:25:03 PM,F14A,[others alarm:帳號與權限]f14a_Tool-53的工程師忘記密碼導致帳號被鎖定,john_lin,others,帳號與權限
case-20260809-00901,2026/8/9 3:48:49 PM,F18,[others alarm:週邊設備]f18_General的標籤列印機無法收到網路列印指令,eric_huang,others,週邊設備
case-20260809-00902,2026/8/9 8:24:42 AM,F14A,[others alarm:週邊設備]f14a_Tool-23的標籤列印機無法收到網路列印指令,david_li,others,週邊設備
case-20260810-00903,2026/8/10 1:31:05 PM,F18,[ees alarm:PM保養]f18_General的年度PM完成後於EES點選完工無法同步更新狀態,tony_chang,ees,PM保養
case-20260810-00904,2026/8/10 11:01:46 AM,F14B,[ees alarm:零件壽命]f14b_General的更換消耗性零件後EES介面仍顯示壽命過期警告,david_li,ees,零件壽命
case-20260810-00905,2026/8/10 3:34:53 PM,F12A,[ees alarm:PM保養]f12a_General的年度PM完成後於EES點選完工無法同步更新狀態,tony_chang,ees,PM保養
case-20260810-00906,2026/8/10 8:46:02 PM,F12A,[tcs/tap alarm:報表與查詢]f12a_General的工程師申請匯出昨日OHT搬運統計報表,chris_chao,tcs/tap,報表與查詢
case-20260810-00907,2026/8/10 6:33:29 PM,F18,[tcs/tap alarm:設備通訊]f18_Tool-19的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,kevin_wang,tcs/tap,設備通訊
case-20260810-00908,2026/8/10 10:31:41 AM,F14B,[fdc alarm:感測器異常]f14b_Tool-89的單一Sensor SVID採樣週期跳動,alex_chen,fdc,感測器異常
case-20260810-00909,2026/8/10 11:44:41 AM,F12A,[fdc alarm:感測器異常]f12a_General的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260810-00910,2026/8/10 12:52:50 PM,F14B,[fdc alarm:感測器異常]f14b_Tool-85的單一Sensor SVID採樣週期跳動,john_lin,fdc,感測器異常
case-20260810-00911,2026/8/10 9:31:38 AM,F12A,[others alarm:帳號與權限]f12a_Tool-64的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260811-00912,2026/8/11 6:25:20 PM,F18,[ees alarm:零件壽命]f18_Tool-27的更換消耗性零件後EES介面仍顯示壽命過期警告,john_lin,ees,零件壽命
case-20260811-00913,2026/8/11 8:13:48 PM,F15,[ees alarm:PM保養]f15_General的年度PM完成後於EES點選完工無法同步更新狀態,alex_chen,ees,PM保養
case-20260811-00914,2026/8/11 9:17:09 AM,F12B,[ees alarm:配方管理]f12b_Tool-80的修改參數後上傳EES主機回應逾時,chris_chao,ees,配方管理
case-20260811-00915,2026/8/11 11:59:37 AM,F12B,[tcs/tap alarm:報表與查詢]f12b_General的工程師申請匯出昨日OHT搬運統計報表,alex_chen,tcs/tap,報表與查詢
case-20260811-00916,2026/8/11 5:24:49 PM,F12A,[tcs/tap alarm:設備通訊]f12a_Tool-20的OHT天車放置晶圓盒後TAP交握訊號延遲約10秒,kevin_wang,tcs/tap,設備通訊
case-20260811-00917,2026/8/11 10:59:05 AM,F14B,[fdc alarm:腔體警報]f14b_Tool-70的腔體即時壓力短暫碰觸UCL邊界,eric_huang,fdc,腔體警報
case-20260811-00918,2026/8/11 10:40:17 AM,F14B,[others alarm:帳號與權限]f14b_General的工程師忘記密碼導致帳號被鎖定,tony_chang,others,帳號與權限
case-20260812-00919,2026/8/12 7:02:38 PM,F18,[ees alarm:零件壽命]f18_Tool-21的更換消耗性零件後EES介面仍顯示壽命過期警告,kevin_wang,ees,零件壽命
case-20260812-00920,2026/8/12 1:26:00 PM,F12B,[ees alarm:PM保養]f12b_General的年度PM完成後於EES點選完工無法同步更新狀態,david_li,ees,PM保養
case-20260812-00921,2026/8/12 5:23:55 PM,F14B,[ees alarm:配方管理]f14b_Tool-94的修改參數後上傳EES主機回應逾時,david_li,ees,配方管理
case-20260812-00922,2026/8/12 8:12:07 AM,F18,[tcs/tap alarm:系統效能]f18_Tool-70的尖峰排程時段TCS主機反應時間稍有波動,kevin_wang,tcs/tap,系統效能
case-20260812-00923,2026/8/12 10:10:42 AM,F12A,[tcs/tap alarm:派工作業]f12a_Tool-46的機台換批時派工佇列稍有延遲重整後正常,alex_chen,tcs/tap,派工作業
case-20260812-00924,2026/8/12 12:21:39 PM,F12A,[fdc alarm:感測器異常]f12a_General的單一Sensor SVID採樣週期跳動,tony_chang,fdc,感測器異常
case-20260812-00925,2026/8/12 4:11:10 PM,F14B,[fdc alarm:腔體警報]f14b_Tool-19的腔體即時壓力短暫碰觸UCL邊界,alex_chen,fdc,腔體警報
case-20260812-00926,2026/8/12 3:37:37 PM,F14B,[others alarm:週邊設備]f14b_General的標籤列印機無法收到網路列印指令,sam_liu,others,週邊設備
case-20260812-00927,2026/8/12 1:14:49 PM,F14A,[others alarm:帳號與權限]f14a_General的工程師忘記密碼導致帳號被鎖定,john_lin,others,帳號與權限
case-20260812-00928,2026/8/12 7:26:55 PM,F14B,[others alarm:帳號與權限]f14b_Tool-19的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260813-00929,2026/8/13 3:03:56 PM,F12B,[ees alarm:帳號與權限]f12b_General的廠端新進作業員申請基礎檢視權限,chris_chao,ees,帳號與權限
case-20260813-00930,2026/8/13 10:24:23 AM,F14B,[ees alarm:零件壽命]f14b_Tool-90的更換消耗性零件後EES介面仍顯示壽命過期警告,kevin_wang,ees,零件壽命
case-20260813-00931,2026/8/13 12:12:21 PM,F12A,[ees alarm:零件壽命]f12a_Tool-17的更換消耗性零件後EES介面仍顯示壽命過期警告,kevin_wang,ees,零件壽命
case-20260813-00932,2026/8/13 9:54:29 AM,F14B,[tcs/tap alarm:自動搬運]f14b_General的自動搬運系統指令重試後成功進料,tony_chang,tcs/tap,自動搬運
case-20260813-00933,2026/8/13 12:38:10 PM,F15,[fdc alarm:感測器異常]f15_Tool-39的單一Sensor SVID採樣週期跳動,kevin_wang,fdc,感測器異常
case-20260813-00934,2026/8/13 4:31:55 PM,F15,[others alarm:帳號與權限]f15_Tool-69的廠端新進作業員申請基礎檢視權限,david_li,others,帳號與權限
case-20260813-00935,2026/8/13 8:46:27 AM,F12B,[others alarm:週邊設備]f12b_General的標籤列印機無法收到網路列印指令,david_li,others,週邊設備
case-20260814-00936,2026/8/14 5:09:58 PM,F14B,[ees alarm:帳號與權限]f14b_Tool-15的廠端新進作業員申請基礎檢視權限,alex_chen,ees,帳號與權限
case-20260814-00937,2026/8/14 8:32:02 PM,F15,[tcs/tap alarm:報表與查詢]f15_General的工程師申請匯出昨日OHT搬運統計報表,chris_chao,tcs/tap,報表與查詢
case-20260814-00938,2026/8/14 9:28:31 AM,F12A,[tcs/tap alarm:報表與查詢]f12a_Tool-11的工程師申請匯出昨日OHT搬運統計報表,david_li,tcs/tap,報表與查詢
case-20260814-00939,2026/8/14 7:26:13 PM,F14A,[tcs/tap alarm:報表與查詢]f14a_General的工程師申請匯出昨日OHT搬運統計報表,kevin_wang,tcs/tap,報表與查詢
case-20260814-00940,2026/8/14 8:30:42 AM,F12B,[fdc alarm:感測器異常]f12b_Tool-83的單一Sensor SVID採樣週期跳動,eric_huang,fdc,感測器異常
case-20260814-00941,2026/8/14 3:49:08 PM,F12B,[others alarm:週邊設備]f12b_Tool-57的標籤列印機無法收到網路列印指令,chris_chao,others,週邊設備
case-20260814-00942,2026/8/14 3:45:40 PM,F18,[others alarm:週邊設備]f18_General的標籤列印機無法收到網路列印指令,alex_chen,others,週邊設備
case-20260815-00943,2026/8/15 4:02:18 PM,F14A,[ees alarm:配方管理]f14a_Tool-88的修改參數後上傳EES主機回應逾時,chris_chao,ees,配方管理
case-20260815-00944,2026/8/15 8:43:05 PM,F18,[ees alarm:零件壽命]f18_Tool-75的更換消耗性零件後EES介面仍顯示壽命過期警告,sam_liu,ees,零件壽命
case-20260815-00945,2026/8/15 9:24:23 AM,F15,[tcs/tap alarm:自動搬運]f15_General的自動搬運系統指令重試後成功進料,tony_chang,tcs/tap,自動搬運
case-20260815-00946,2026/8/15 6:35:45 PM,F15,[fdc alarm:腔體警報]f15_Tool-36的腔體即時壓力短暫碰觸UCL邊界,john_lin,fdc,腔體警報
